job_title,country,what_do_with_data,generate_human_data,file_size,subject_area,molecular_or_gene_data,deposit_repo_always,aware_should_deposit,generate_other_types,data_discoverable_importance,barrier_lack_of_time,barrier_organizing_data,barrier_which_repo,barrier_copyright_licensing,barrier_sharing_cost,barrier_other,interest_data_dep_service,interest_data_discov_service,have_data_to_deposit,want_other_help,want_help_with,have_addtl_info,addtl_info
A/Prof,AU - Australia,neither,FALSE,<20Mb,medical_sciences,FALSE,NA,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,FALSE,NA,8,8,TRUE,FALSE,NA,0,NA
Scientist,US - United States,deposit_repo,FALSE,>50Gb,biological_sciences,FALSE,NA,TRUE,TRUE,10,TRUE,TRUE,FALSE,FALSE,FALSE,NA,10,10,FALSE,TRUE,NA,0,NA
director,US - United States,submit_suppl,TRUE,<20Mb,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,TRUE,NA,8,8,FALSE,TRUE,a,0,NA
Professor,CA - Canada,both,TRUE,20Mb -100Mb,medical_sciences,TRUE,TRUE,NA,TRUE,8,FALSE,TRUE,FALSE,FALSE,FALSE,NA,5,5,TRUE,TRUE,It takes time and effort to organize the file and it is costly to arrange everything.,0,NA
professor,HU - Hungary,deposit_repo,TRUE,20Mb -100Mb,other_sciences,NA,NA,NA,NA,5,TRUE,FALSE,TRUE,TRUE,TRUE,NA,6,6,TRUE,FALSE,NA,0,NA
Professor,US - United States,both,FALSE,20Mb -100Mb,biological_sciences,TRUE,TRUE,NA,FALSE,10,TRUE,TRUE,TRUE,FALSE,FALSE,NA,8,8,FALSE,FALSE,NA,NA,NA
retired professorof cytogenetics,NL - Netherlands,submit_suppl,FALSE,<20Mb,biological_sciences,TRUE,TRUE,NA,FALSE,10,TRUE,FALSE,FALSE,FALSE,FALSE,NA,10,10,FALSE,FALSE,NA,0,NA
professor in biomedical and life sciences,NL - Netherlands,neither,TRUE,20Mb -100Mb,medical_sciences,FALSE,NA,FALSE,TRUE,7,FALSE,FALSE,TRUE,FALSE,FALSE,NA,5,5,FALSE,FALSE,NA,0,NA
Professor,GR - Greece,both,TRUE,<20Mb,biological_sciences,TRUE,TRUE,NA,TRUE,10,FALSE,TRUE,FALSE,TRUE,FALSE,NA,8,9,FALSE,FALSE,NA,0,NA
Hematologist,HU - Hungary,deposit_repo,TRUE,100Mb - 1Gb,medical_sciences,FALSE,NA,FALSE,TRUE,8,FALSE,TRUE,FALSE,FALSE,FALSE,NA,2,3,FALSE,FALSE,NA,0,NA
MD,ES - Spain,submit_suppl,TRUE,20Mb -100Mb,biological_sciences,TRUE,TRUE,NA,FALSE,9,FALSE,FALSE,FALSE,FALSE,FALSE,NA,6,7,FALSE,FALSE,NA,0,NA
trainer,NL - Netherlands,submit_suppl,TRUE,20Mb -100Mb,biological_sciences,TRUE,FALSE,TRUE,FALSE,8,FALSE,FALSE,FALSE,FALSE,TRUE,NA,6,8,TRUE,TRUE,Graphics design,0,NA
President,US - United States,neither,TRUE,100Mb - 1Gb,medical_sciences,FALSE,NA,TRUE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,The data is not of a form others care about,1,1,FALSE,FALSE,NA,0,NA
Head of Research and Science Department,DE - Germany,submit_suppl,TRUE,100Mb - 1Gb,biological_sciences,FALSE,NA,TRUE,FALSE,8,FALSE,TRUE,FALSE,FALSE,FALSE,NA,8,8,FALSE,FALSE,NA,0,NA
Associate Director of Biology,US - United States,neither,FALSE,100Mb - 1Gb,biological_sciences,FALSE,NA,TRUE,FALSE,4,FALSE,TRUE,TRUE,FALSE,FALSE,NA,5,5,FALSE,FALSE,NA,0,NA
Forskarassistent,SE - Sweden,both,TRUE,20Gb - 50 Gb,biological_sciences,TRUE,TRUE,NA,FALSE,7,TRUE,TRUE,FALSE,TRUE,TRUE,NA,5,5,FALSE,FALSE,NA,0,NA
Group Leader,DE - Germany,submit_suppl,FALSE,<20Mb,biological_sciences,TRUE,FALSE,TRUE,TRUE,5,FALSE,FALSE,TRUE,FALSE,FALSE,NA,7,7,TRUE,FALSE,NA,0,NA
Senior researcher,MC - Monaco,both,FALSE,100Mb - 1Gb,biological_sciences,TRUE,TRUE,NA,TRUE,10,FALSE,TRUE,FALSE,FALSE,FALSE,NA,10,10,TRUE,TRUE,How do you track that the data one is producing is useful/exploited?,0,NA
Research director=PI,FR - France,both,TRUE,Don't know,medical_sciences,TRUE,TRUE,NA,TRUE,10,FALSE,TRUE,FALSE,FALSE,FALSE,NA,8,8,FALSE,FALSE,NA,0,NA
Dr,PL - Poland,submit_suppl,FALSE,20Mb -100Mb,biological_sciences,TRUE,TRUE,NA,TRUE,7,TRUE,FALSE,FALSE,FALSE,FALSE,NA,4,7,FALSE,FALSE,NA,0,NA
Assistant professor,DK - Denmark,neither,FALSE,1Gb - 5Gb,medical_sciences,FALSE,NA,TRUE,TRUE,7,FALSE,TRUE,TRUE,TRUE,FALSE,NA,6,6,FALSE,TRUE,NA,0,NA
PhD,HR - Croatia,both,FALSE,20Mb -100Mb,biological_sciences,TRUE,FALSE,FALSE,FALSE,7,FALSE,FALSE,TRUE,TRUE,TRUE,NA,5,6,FALSE,FALSE,NA,0,NA
Prof. Dr.,DE - Germany,both,TRUE,<20Mb,medical_sciences,TRUE,FALSE,FALSE,TRUE,4,TRUE,TRUE,TRUE,TRUE,TRUE,NA,3,5,FALSE,FALSE,NA,0,NA
University Professor,DE - Germany,both,TRUE,>50Gb,biological_sciences,TRUE,TRUE,NA,TRUE,10,FALSE,FALSE,FALSE,FALSE,FALSE,No problem,10,10,FALSE,TRUE,Machine Learning,0,NA
Professor emeritus,US - United States,neither,FALSE,<20Mb,biological_sciences,FALSE,NA,TRUE,FALSE,9,FALSE,FALSE,FALSE,FALSE,TRUE,NA,6,8,FALSE,FALSE,NA,0,NA
professor,GR - Greece,submit_suppl,FALSE,20Mb -100Mb,biological_sciences,FALSE,NA,TRUE,TRUE,5,TRUE,FALSE,TRUE,TRUE,FALSE,NA,5,7,FALSE,TRUE,NA,0,NA
Professor,US - United States,both,FALSE,100Mb - 1Gb,biological_sciences,TRUE,TRUE,NA,FALSE,6,FALSE,TRUE,FALSE,TRUE,FALSE,NA,6,7,TRUE,TRUE,standardized format,0,NA
Researcher,DE - Germany,both,FALSE,20Mb -100Mb,biological_sciences,TRUE,TRUE,NA,TRUE,8,TRUE,TRUE,FALSE,FALSE,FALSE,NA,3,3,FALSE,FALSE,NA,0,NA
Professor,IT - Italy,both,TRUE,>50Gb,other_sciences,NA,NA,NA,NA,10,FALSE,TRUE,FALSE,FALSE,FALSE,NA,10,10,FALSE,FALSE,NA,0,NA
Head of laboratory,RO - Romania,submit_suppl,TRUE,1Gb - 5Gb,medical_sciences,TRUE,TRUE,NA,FALSE,10,FALSE,TRUE,FALSE,TRUE,FALSE,NA,10,10,TRUE,FALSE,NA,0,NA
Professor,EE - Estonia,deposit_repo,TRUE,100Mb - 1Gb,medical_sciences,TRUE,TRUE,NA,TRUE,9,FALSE,FALSE,FALSE,TRUE,TRUE,NA,8,9,TRUE,FALSE,NA,0,NA
Senior Scientific Advisor,FR - France,deposit_repo,FALSE,20Mb -100Mb,physical_sciences,NA,NA,NA,NA,8,TRUE,TRUE,TRUE,TRUE,FALSE,NA,7,9,FALSE,FALSE,NA,0,NA
Professor. Emerita,US - United States,submit_suppl,TRUE,5Gb - 20Gb,medical_sciences,TRUE,FALSE,FALSE,TRUE,5,TRUE,TRUE,TRUE,FALSE,TRUE,NA,5,7,FALSE,TRUE,NA,0,NA
Postdoctoral Research Associate,US - United States,deposit_repo,FALSE,20Mb -100Mb,biological_sciences,TRUE,TRUE,NA,TRUE,7,TRUE,TRUE,FALSE,FALSE,FALSE,NA,7,7,FALSE,FALSE,NA,0,NA
Research Biologist,US - United States,both,FALSE,>50Gb,biological_sciences,TRUE,TRUE,NA,FALSE,10,TRUE,FALSE,FALSE,FALSE,TRUE,NA,10,10,TRUE,FALSE,NA,0,NA
Data Scientist,GB - United Kingdom,submit_suppl,FALSE,5Gb - 20Gb,biological_sciences,FALSE,NA,FALSE,TRUE,9,FALSE,FALSE,FALSE,TRUE,FALSE,NA,10,9,TRUE,FALSE,NA,0,NA
Professor,US - United States,deposit_repo,FALSE,Don't know,biological_sciences,TRUE,TRUE,NA,TRUE,7,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,5,TRUE,FALSE,NA,0,NA
Biotechnologist,IT - Italy,both,TRUE,20Mb -100Mb,medical_sciences,TRUE,FALSE,FALSE,TRUE,6,TRUE,FALSE,FALSE,TRUE,FALSE,NA,6,6,FALSE,FALSE,NA,0,NA
Post-doc,SE - Sweden,deposit_repo,FALSE,<20Mb,biological_sciences,TRUE,TRUE,NA,FALSE,10,FALSE,FALSE,FALSE,FALSE,FALSE,NA,5,10,FALSE,FALSE,NA,0,NA
Senior graduate research assistant,US - United States,submit_suppl,FALSE,<20Mb,biological_sciences,TRUE,FALSE,TRUE,TRUE,10,FALSE,FALSE,FALSE,FALSE,TRUE,NA,8,10,FALSE,FALSE,NA,0,NA
Directeur de Recherche de classe exceptionnelle ̩m̩rite,FR - France,submit_suppl,TRUE,<20Mb,biological_sciences,TRUE,TRUE,NA,TRUE,8,FALSE,TRUE,FALSE,FALSE,FALSE,NA,8,8,FALSE,TRUE,Make data freely accessible without having to pay for that,0,NA
None-lost job,CA - Canada,neither,FALSE,Don't know,biological_sciences,TRUE,FALSE,TRUE,FALSE,9,FALSE,FALSE,FALSE,FALSE,FALSE,Not working where applicable since standards in place,10,10,FALSE,FALSE,NA,1,What about older data before these repositories were available ?
Research Student,IN - India,submit_suppl,TRUE,20Mb -100Mb,biological_sciences,FALSE,NA,TRUE,FALSE,8,FALSE,FALSE,FALSE,TRUE,FALSE,NA,8,8,FALSE,FALSE,NA,0,NA
Postdoc,US - United States,submit_suppl,FALSE,<20Mb,biological_sciences,FALSE,NA,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE,FALSE,NA,5,5,FALSE,FALSE,NA,0,NA
md,BR - Brazil,neither,TRUE,Don't know,medical_sciences,FALSE,NA,TRUE,TRUE,8,FALSE,FALSE,TRUE,TRUE,TRUE,NA,6,7,FALSE,FALSE,NA,0,NA
President,US - United States,deposit_repo,FALSE,1Gb - 5Gb,other_sciences,NA,NA,NA,NA,5,FALSE,TRUE,FALSE,FALSE,FALSE,NA,3,3,FALSE,FALSE,NA,0,NA
Professor,US - United States,neither,TRUE,100Mb - 1Gb,biological_sciences,FALSE,NA,TRUE,TRUE,10,FALSE,FALSE,TRUE,FALSE,FALSE,NA,9,10,TRUE,FALSE,NA,0,NA
Research Fellow,GB - United Kingdom,deposit_repo,TRUE,20Mb -100Mb,medical_sciences,FALSE,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
anesthesiologist,FR - France,neither,TRUE,20Mb -100Mb,medical_sciences,FALSE,NA,FALSE,TRUE,5,TRUE,FALSE,TRUE,FALSE,FALSE,NA,5,5,FALSE,FALSE,NA,0,NA
Professor,CA - Canada,neither,FALSE,1Gb - 5Gb,biological_sciences,TRUE,TRUE,NA,TRUE,1,FALSE,TRUE,FALSE,TRUE,FALSE,NA,0,0,FALSE,FALSE,NA,0,NA
Associate professor,ES - Spain,neither,FALSE,100Mb - 1Gb,biological_sciences,TRUE,FALSE,TRUE,TRUE,8,FALSE,FALSE,FALSE,FALSE,FALSE,NA,5,7,FALSE,FALSE,NA,0,NA
Administration manager,GR - Greece,neither,FALSE,<20Mb,medical_sciences,FALSE,NA,TRUE,TRUE,7,FALSE,FALSE,FALSE,TRUE,FALSE,NA,4,4,TRUE,FALSE,NA,0,NA
Radiochemist engineer,PT - Portugal,neither,FALSE,<20Mb,physical_sciences,NA,NA,NA,NA,9,FALSE,FALSE,FALSE,TRUE,TRUE,NA,5,7,FALSE,FALSE,NA,0,NA
md,IT - Italy,deposit_repo,TRUE,100Mb - 1Gb,medical_sciences,FALSE,NA,FALSE,TRUE,8,FALSE,TRUE,TRUE,FALSE,FALSE,NA,4,4,FALSE,FALSE,NA,NA,NA
Professor,US - United States,neither,TRUE,20Mb -100Mb,biological_sciences,TRUE,FALSE,FALSE,TRUE,5,TRUE,TRUE,TRUE,TRUE,FALSE,NA,2,3,FALSE,FALSE,NA,0,NA
Senior Scientist; Chief of a Research Gropu,ES - Spain,submit_suppl,TRUE,<20Mb,medical_sciences,FALSE,NA,FALSE,FALSE,9,FALSE,FALSE,FALSE,TRUE,FALSE,NA,5,5,FALSE,FALSE,NA,0,NA
manager R&D,DE - Germany,submit_suppl,TRUE,Don't know,medical_sciences,TRUE,FALSE,TRUE,FALSE,2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,5,5,FALSE,FALSE,NA,0,NA
Consultant Spinal Surgeon,GB - United Kingdom,neither,TRUE,<20Mb,medical_sciences,FALSE,NA,FALSE,TRUE,10,TRUE,FALSE,TRUE,FALSE,TRUE,NA,10,10,TRUE,TRUE,Some way of indexing these data and would hen making this accessible on online.,0,NA
Principal investigator,LU - Luxembourg,deposit_repo,TRUE,>50Gb,biological_sciences,TRUE,TRUE,NA,TRUE,8,FALSE,FALSE,FALSE,FALSE,FALSE,None really,5,5,FALSE,FALSE,NA,0,NA
professor and chair,US - United States,neither,TRUE,20Mb -100Mb,other_sciences,NA,NA,NA,NA,1,FALSE,TRUE,FALSE,FALSE,FALSE,NA,5,5,FALSE,FALSE,NA,0,NA
Researcher,DE - Germany,submit_suppl,TRUE,20Mb -100Mb,other_sciences,NA,NA,NA,NA,10,FALSE,FALSE,TRUE,TRUE,FALSE,NA,8,8,FALSE,FALSE,NA,0,NA
Researcher,IT - Italy,neither,FALSE,20Mb -100Mb,earth_sciences,NA,NA,NA,NA,6,TRUE,FALSE,TRUE,TRUE,FALSE,NA,8,8,TRUE,TRUE,Ground-truth definition on the data,0,NA
Professor Emeritus,NL - Netherlands,neither,FALSE,NA,other_sciences,NA,NA,NA,NA,10,FALSE,FALSE,FALSE,FALSE,FALSE,NA,7,10,TRUE,TRUE,"Not clear what ""other ways"" means",1,"Privacy; misuse of data by commercial companies, eg sales of data"
Head of Research,NO - Norway,submit_suppl,FALSE,100Mb - 1Gb,biological_sciences,TRUE,TRUE,NA,FALSE,10,FALSE,TRUE,FALSE,FALSE,FALSE,NA,5,4,TRUE,FALSE,NA,0,NA
Professor of Medicine,US - United States,both,FALSE,NA,biological_sciences,FALSE,NA,FALSE,FALSE,9,FALSE,FALSE,TRUE,FALSE,FALSE,NA,9,9,TRUE,TRUE,What journals to submit my data,0,NA
Scientist,DE - Germany,both,TRUE,Don't know,medical_sciences,TRUE,TRUE,NA,TRUE,10,FALSE,TRUE,FALSE,FALSE,FALSE,NA,5,5,FALSE,FALSE,NA,0,NA
International Liaison Officer,BE - Belgium,both,FALSE,<20Mb,biological_sciences,FALSE,NA,TRUE,FALSE,10,TRUE,FALSE,FALSE,FALSE,FALSE,NA,4,10,TRUE,FALSE,NA,0,NA
Undergraduate Research Fellow,ES - Spain,deposit_repo,FALSE,5Gb - 20Gb,biological_sciences,TRUE,TRUE,NA,TRUE,9,FALSE,TRUE,FALSE,TRUE,FALSE,NA,5,8,TRUE,FALSE,NA,0,NA
professor,CA - Canada,neither,FALSE,<20Mb,biological_sciences,FALSE,NA,TRUE,TRUE,8,TRUE,TRUE,TRUE,FALSE,FALSE,NA,8,8,TRUE,FALSE,NA,0,NA
"Cheif physician, professor",DK - Denmark,both,TRUE,20Mb -100Mb,medical_sciences,TRUE,FALSE,FALSE,TRUE,8,TRUE,TRUE,FALSE,TRUE,TRUE,NA,8,8,TRUE,FALSE,NA,0,NA
professor,NO - Norway,deposit_repo,TRUE,Don't know,medical_sciences,TRUE,TRUE,NA,TRUE,1,FALSE,TRUE,FALSE,FALSE,FALSE,NA,8,8,FALSE,FALSE,NA,0,NA
PhD student,PT - Portugal,submit_suppl,TRUE,Don't know,medical_sciences,FALSE,NA,FALSE,TRUE,5,FALSE,FALSE,FALSE,FALSE,TRUE,NA,5,5,FALSE,FALSE,NA,0,NA
Program Manager,US - United States,deposit_repo,FALSE,<20Mb,biological_sciences,FALSE,NA,TRUE,TRUE,7,TRUE,FALSE,FALSE,TRUE,FALSE,NA,7,6,FALSE,FALSE,NA,1,"I use geospatial data in ecological modeling.  Under our MOUs with the organizations we obtain the data from, these underlying GIS files are not shareable."
Medical Specialist II,PH - Philippines,deposit_repo,TRUE,Don't know,medical_sciences,FALSE,NA,FALSE,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,NA,5,5,FALSE,FALSE,NA,0,NA
retired,DE - Germany,submit_suppl,FALSE,20Mb -100Mb,biological_sciences,FALSE,NA,FALSE,FALSE,9,TRUE,FALSE,FALSE,FALSE,FALSE,NA,1,1,FALSE,FALSE,NA,0,NA
Prof Dr,AT - Austria,both,TRUE,>50Gb,biological_sciences,TRUE,FALSE,TRUE,TRUE,9,FALSE,FALSE,FALSE,TRUE,TRUE,NA,10,10,TRUE,FALSE,NA,0,NA
Senior researcher,NO - Norway,submit_suppl,FALSE,20Mb -100Mb,biological_sciences,TRUE,TRUE,NA,TRUE,7,TRUE,FALSE,TRUE,FALSE,FALSE,NA,9,9,TRUE,FALSE,NA,0,NA
Independent Scientific Advisor,DE - Germany,submit_suppl,FALSE,<20Mb,biological_sciences,FALSE,NA,TRUE,TRUE,5,TRUE,FALSE,FALSE,FALSE,FALSE,NA,5,5,FALSE,FALSE,NA,0,NA
professor,US - United States,both,FALSE,Don't know,biological_sciences,TRUE,TRUE,NA,TRUE,10,FALSE,TRUE,FALSE,FALSE,FALSE,NA,2,2,FALSE,FALSE,NA,0,NA
"surgeon, researcher",DE - Germany,submit_suppl,TRUE,Don't know,medical_sciences,FALSE,NA,TRUE,FALSE,10,FALSE,TRUE,TRUE,TRUE,TRUE,NA,10,10,FALSE,FALSE,NA,0,NA
Professor,RU - Russia,neither,TRUE,100Mb - 1Gb,other_sciences,NA,NA,NA,NA,5,FALSE,FALSE,TRUE,FALSE,FALSE,NA,6,6,FALSE,FALSE,NA,0,NA
Assistant Professor,US - United States,submit_suppl,FALSE,20Mb -100Mb,biological_sciences,TRUE,FALSE,FALSE,FALSE,8,FALSE,FALSE,TRUE,FALSE,FALSE,NA,8,9,FALSE,FALSE,NA,0,NA
prof,PL - Poland,deposit_repo,TRUE,20Mb -100Mb,medical_sciences,FALSE,NA,TRUE,TRUE,10,FALSE,FALSE,TRUE,FALSE,FALSE,NA,6,7,FALSE,FALSE,NA,0,NA
Professor & Chair,US - United States,both,FALSE,20Mb -100Mb,biological_sciences,TRUE,TRUE,NA,TRUE,8,FALSE,FALSE,FALSE,FALSE,FALSE,NA,10,8,FALSE,FALSE,NA,0,NA
Project leader,DE - Germany,neither,FALSE,NA,biological_sciences,TRUE,TRUE,NA,FALSE,10,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,0,FALSE,FALSE,NA,0,NA
PhD candidate,LB - Lebanon,neither,TRUE,<20Mb,other_sciences,NA,NA,NA,NA,8,TRUE,TRUE,TRUE,TRUE,TRUE,NA,8,8,FALSE,FALSE,NA,0,NA
post doc,DE - Germany,submit_suppl,TRUE,<20Mb,biological_sciences,TRUE,TRUE,NA,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,NA,8,9,TRUE,TRUE,complete genomic sequencing,0,NA
Assistant professor,US - United States,both,TRUE,20Mb -100Mb,medical_sciences,TRUE,TRUE,NA,TRUE,10,FALSE,TRUE,TRUE,TRUE,TRUE,NA,10,10,TRUE,TRUE,None,0,NA
Associated Professor Dep. Biochemistry & Mol. Biology. University of Cordoba,ES - Spain,both,FALSE,Don't know,biological_sciences,TRUE,TRUE,NA,TRUE,8,TRUE,TRUE,TRUE,TRUE,TRUE,NA,8,8,TRUE,FALSE,NA,0,NA
Senior researcher,NO - Norway,deposit_repo,TRUE,100Mb - 1Gb,other_sciences,NA,NA,NA,NA,5,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,1,FALSE,FALSE,NA,0,NA
Professor,US - United States,both,FALSE,<20Mb,biological_sciences,TRUE,TRUE,NA,FALSE,9,FALSE,TRUE,TRUE,TRUE,FALSE,NA,10,10,FALSE,TRUE,Organization of data in meaningful fashion. Central software repository.,0,NA
associate professor,PL - Poland,deposit_repo,FALSE,20Mb -100Mb,biological_sciences,FALSE,NA,FALSE,TRUE,5,FALSE,TRUE,FALSE,FALSE,FALSE,NA,0,0,FALSE,FALSE,NA,0,NA
research,DE - Germany,neither,FALSE,100Mb - 1Gb,biological_sciences,FALSE,NA,FALSE,FALSE,9,TRUE,FALSE,FALSE,FALSE,FALSE,NA,2,6,FALSE,FALSE,NA,0,NA
Lab Manager,DE - Germany,both,FALSE,20Mb -100Mb,biological_sciences,TRUE,TRUE,NA,TRUE,8,FALSE,FALSE,FALSE,TRUE,FALSE,NA,7,8,TRUE,FALSE,NA,0,NA
surgeon,NZ - New Zealand,neither,TRUE,1Gb - 5Gb,medical_sciences,FALSE,NA,TRUE,TRUE,10,FALSE,FALSE,FALSE,TRUE,FALSE,NA,10,10,FALSE,FALSE,NA,0,NA
professor,GR - Greece,NA,FALSE,Don't know,medical_sciences,FALSE,NA,TRUE,FALSE,8,FALSE,FALSE,FALSE,TRUE,FALSE,NA,8,8,FALSE,FALSE,NA,0,NA
Lecturer,IE - Ireland,neither,FALSE,20Mb -100Mb,other_sciences,NA,NA,NA,NA,4,TRUE,TRUE,FALSE,TRUE,FALSE,NA,2,4,FALSE,FALSE,NA,0,NA
Associate Professor,DK - Denmark,both,FALSE,20Mb -100Mb,biological_sciences,TRUE,FALSE,TRUE,TRUE,8,TRUE,FALSE,FALSE,FALSE,FALSE,NA,8,8,TRUE,FALSE,NA,0,NA
Postdoc fellow,CA - Canada,both,TRUE,>50Gb,biological_sciences,TRUE,TRUE,NA,FALSE,10,FALSE,FALSE,FALSE,TRUE,FALSE,NA,5,8,FALSE,FALSE,NA,1,I use publicly available data for most of my research
researcher,IT - Italy,submit_suppl,FALSE,20Mb -100Mb,biological_sciences,TRUE,TRUE,NA,TRUE,7,FALSE,TRUE,FALSE,FALSE,FALSE,NA,5,5,TRUE,TRUE,supplementary materials for articles plus web site for interested readers,1,our team try provide readers by software (QSPR/QSAR) analyses
Biomedical scientist,GB - United Kingdom,submit_suppl,TRUE,Don't know,biological_sciences,FALSE,NA,FALSE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,confidential,NA,9,TRUE,TRUE,NA,0,NA
"Senior Dentist, Senior Researcher",DE - Germany,deposit_repo,TRUE,>50Gb,medical_sciences,FALSE,NA,TRUE,FALSE,10,FALSE,TRUE,TRUE,FALSE,FALSE,NA,8,5,FALSE,FALSE,NA,0,NA
Postdoctoral Researcher,US - United States,submit_suppl,FALSE,20Gb - 50 Gb,medical_sciences,TRUE,FALSE,TRUE,TRUE,6,FALSE,FALSE,FALSE,FALSE,FALSE,Data security and privacy,0,0,FALSE,FALSE,NA,0,NA
Associate Pr,"FX - France, Metropolitan",both,TRUE,<20Mb,biological_sciences,TRUE,TRUE,NA,FALSE,5,TRUE,FALSE,FALSE,TRUE,FALSE,NA,2,5,TRUE,FALSE,NA,0,NA
Professor and Dean,US - United States,neither,FALSE,<20Mb,biological_sciences,TRUE,TRUE,NA,FALSE,7,FALSE,TRUE,FALSE,FALSE,FALSE,NA,2,3,FALSE,FALSE,NA,0,NA
Emergency Physician,GB - United Kingdom,both,TRUE,100Mb - 1Gb,medical_sciences,FALSE,NA,FALSE,TRUE,8,FALSE,TRUE,TRUE,TRUE,FALSE,NA,8,9,FALSE,FALSE,NA,0,NA
Researcher,CA - Canada,deposit_repo,TRUE,1Gb - 5Gb,other_sciences,NA,NA,NA,NA,5,FALSE,TRUE,FALSE,TRUE,FALSE,NA,5,5,FALSE,FALSE,NA,0,NA
Senior Scientist,US - United States,neither,TRUE,20Mb -100Mb,other_sciences,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,Difficult to completely anonymize (qualitative data),1,1,FALSE,FALSE,NA,0,NA
Associate Professor,US - United States,both,TRUE,1Gb - 5Gb,biological_sciences,TRUE,TRUE,NA,TRUE,10,TRUE,FALSE,FALSE,TRUE,TRUE,NA,4,4,TRUE,FALSE,NA,0,NA
Assistant Professor,US - United States,submit_suppl,FALSE,1Gb - 5Gb,other_sciences,NA,NA,NA,NA,8,FALSE,TRUE,TRUE,FALSE,FALSE,NA,3,10,FALSE,TRUE,How to submit code or programs related to data analysis,0,NA
Research engineer,FR - France,neither,FALSE,5Gb - 20Gb,biological_sciences,FALSE,NA,TRUE,TRUE,5,FALSE,FALSE,FALSE,TRUE,FALSE,NA,6,6,FALSE,FALSE,NA,0,NA
doc.,CZ - Czech Republic,deposit_repo,FALSE,<20Mb,biological_sciences,FALSE,NA,TRUE,FALSE,6,FALSE,TRUE,TRUE,TRUE,FALSE,NA,7,7,TRUE,FALSE,NA,0,NA
professor emeritus,HU - Hungary,submit_suppl,FALSE,100Mb - 1Gb,biological_sciences,FALSE,NA,TRUE,TRUE,7,TRUE,FALSE,TRUE,TRUE,TRUE,NA,5,7,FALSE,FALSE,NA,0,NA
psychologist,GR - Greece,deposit_repo,TRUE,20Mb -100Mb,other_sciences,NA,NA,NA,NA,5,FALSE,FALSE,TRUE,FALSE,FALSE,NA,5,5,FALSE,FALSE,NA,0,NA
Dr,IR - Iran,submit_suppl,FALSE,100Mb - 1Gb,medical_sciences,FALSE,NA,FALSE,FALSE,5,FALSE,FALSE,TRUE,FALSE,FALSE,NA,4,8,TRUE,FALSE,NA,0,NA
Assistaint,MK - Macedonia,submit_suppl,TRUE,Don't know,biological_sciences,FALSE,NA,TRUE,TRUE,10,FALSE,FALSE,FALSE,TRUE,FALSE,NA,7,8,TRUE,FALSE,NA,0,NA
Professor,ES - Spain,submit_suppl,TRUE,20Mb -100Mb,other_sciences,NA,NA,NA,NA,8,FALSE,TRUE,FALSE,FALSE,FALSE,NA,6,5,TRUE,FALSE,NA,0,NA
professor,ES - Spain,submit_suppl,TRUE,Don't know,biological_sciences,TRUE,TRUE,NA,TRUE,7,FALSE,TRUE,FALSE,FALSE,FALSE,NA,7,7,FALSE,FALSE,NA,0,NA
University professor,IT - Italy,both,FALSE,<20Mb,biological_sciences,TRUE,FALSE,TRUE,FALSE,8,FALSE,TRUE,TRUE,TRUE,FALSE,NA,10,8,FALSE,FALSE,NA,0,NA
Dr,ES - Spain,neither,TRUE,<20Mb,medical_sciences,FALSE,NA,FALSE,TRUE,5,FALSE,TRUE,FALSE,FALSE,FALSE,NA,1,1,FALSE,FALSE,NA,NA,NA
director,IN - India,both,TRUE,20Mb -100Mb,biological_sciences,FALSE,NA,TRUE,TRUE,10,FALSE,FALSE,TRUE,FALSE,FALSE,NA,10,10,TRUE,TRUE,NA,1,NA
Asssistant Professor of Internal Medicine,GR - Greece,deposit_repo,TRUE,<20Mb,medical_sciences,FALSE,NA,TRUE,TRUE,7,FALSE,FALSE,TRUE,FALSE,FALSE,NA,8,8,TRUE,FALSE,NA,0,NA
Research Associate,CA - Canada,both,TRUE,100Mb - 1Gb,biological_sciences,TRUE,FALSE,FALSE,TRUE,8,TRUE,FALSE,TRUE,TRUE,TRUE,NA,7,9,TRUE,FALSE,NA,0,NA
Consultant pathologist,IE - Ireland,deposit_repo,TRUE,1Gb - 5Gb,medical_sciences,FALSE,NA,FALSE,TRUE,5,TRUE,FALSE,FALSE,FALSE,FALSE,NA,0,0,FALSE,FALSE,NA,0,NA
